location,temperature,rainfall,humidity,pressure,soil_moisture,elevation
Mumbai,26.8,0.0,67,1013.2,0.129,556.0
Mumbai,27.3,0.0,65,1013.3,0.128,556.0
Mumbai,27.9,0.0,66,1013.1,0.128,556.0
Mumbai,27.1,0.0,63,1011.6,0.129,556.0
Mumbai,26.2,0.0,66,1011.5,0.129,556.0
Mumbai,25.4,0.0,64,1010.8,0.129,556.0
Mumbai,25.5,0.0,59,1011.3,0.129,556.0
Mumbai,25.6,0.0,51,1012.6,0.129,556.0
Mumbai,26.0,0.0,48,1013.6,0.129,556.0
Mumbai,26.1,0.0,53,1013.3,0.129,556.0
Mumbai,26.9,0.0,60,1011.8,0.129,556.0
Mumbai,27.4,0.0,65,1011.8,0.128,556.0
Mumbai,25.4,1.0,74,1012.4,0.132,556.0
Mumbai,25.5,1.3,76,1011.7,0.138,556.0
Mumbai,25.0,0.9,76,1010.6,0.138,556.0
Mumbai,23.9,21.6,86,1011.7,0.269,556.0
Mumbai,24.7,0.0,80,1013.1,0.212,556.0
Mumbai,25.0,0.0,78,1013.7,0.201,556.0
Mumbai,25.1,0.0,77,1013.8,0.191,556.0
Mumbai,24.8,0.0,75,1013.6,0.179,556.0
Mumbai,25.5,0.0,62,1014.2,0.162,556.0
Mumbai,24.5,0.0,60,1014.5,0.147,556.0
Mumbai,23.8,0.0,54,1013.1,0.136,556.0
Mumbai,23.5,0.0,57,1012.1,0.133,556.0
Mumbai,23.0,0.0,63,1010.9,0.133,556.0
Mumbai,23.7,0.0,62,1009.9,0.131,556.0
Mumbai,25.3,0.0,60,1010.8,0.131,556.0
Mumbai,25.0,0.0,67,1012.3,0.13,556.0
Mumbai,24.8,0.0,61,1012.1,0.132,556.0
Mumbai,22.6,0.0,51,1012.0,0.13,556.0
Mumbai,22.3,0.0,62,1011.4,0.129,556.0
Mumbai,22.9,0.0,68,1011.3,0.129,556.0
Mumbai,25.0,0.0,66,1011.0,0.129,556.0
Mumbai,25.6,0.0,71,1011.5,0.129,556.0
Mumbai,24.9,0.0,73,1012.0,0.134,556.0
Mumbai,24.1,0.0,69,1010.5,0.14,556.0
Mumbai,24.0,0.4,68,1010.9,0.135,556.0
Mumbai,24.1,0.0,65,1011.9,0.13,556.0
Mumbai,24.6,0.0,63,1011.1,0.137,556.0
Mumbai,25.3,1.4,74,1008.7,0.14,556.0
Mumbai,25.3,1.8,84,1009.0,0.156,556.0
Mumbai,26.1,0.0,78,1009.5,0.158,556.0
Mumbai,26.9,0.0,75,1010.1,0.155,556.0
Mumbai,27.0,0.0,72,1011.4,0.153,556.0
Mumbai,27.4,0.0,66,1011.6,0.153,556.0
Mumbai,26.2,0.0,64,1011.4,0.151,556.0
Mumbai,24.8,0.0,72,1010.5,0.146,556.0
Mumbai,23.1,0.0,76,1010.4,0.142,556.0
Mumbai,23.1,0.0,74,1009.3,0.135,556.0
Mumbai,23.5,0.0,78,1010.3,0.138,556.0
Mumbai,24.4,0.0,70,1011.5,0.131,556.0
Mumbai,25.1,0.0,59,1011.7,0.134,556.0
Mumbai,24.3,0.0,57,1012.7,0.13,556.0
Mumbai,22.8,0.0,70,1012.4,0.13,556.0
Mumbai,23.4,0.0,75,1011.5,0.13,556.0
Mumbai,24.1,0.0,65,1012.0,0.13,556.0
Mumbai,23.4,0.0,63,1012.9,0.13,556.0
Mumbai,22.6,0.0,65,1013.4,0.129,556.0
Mumbai,21.7,0.0,70,1012.7,0.129,556.0
Mumbai,21.5,0.0,72,1012.5,0.129,556.0
Mumbai,21.8,0.0,68,1013.1,0.129,556.0
Mumbai,22.5,0.0,64,1013.5,0.129,556.0
Mumbai,23.0,0.0,64,1012.9,0.129,556.0
Mumbai,24.0,0.0,57,1013.3,0.129,556.0
Mumbai,25.9,0.0,53,1014.5,0.129,556.0
Mumbai,26.3,0.0,47,1014.5,0.129,556.0
Mumbai,24.6,0.0,57,1013.9,0.129,556.0
Mumbai,24.3,0.0,60,1013.7,0.129,556.0
Mumbai,24.3,0.0,49,1013.5,0.129,556.0
Mumbai,25.1,0.0,44,1012.7,0.129,556.0
Mumbai,25.4,0.0,40,1013.5,0.129,556.0
Mumbai,24.7,0.0,44,1013.6,0.129,556.0
Mumbai,24.1,0.0,49,1012.6,0.129,556.0
Mumbai,23.8,0.0,56,1011.6,0.129,556.0
Mumbai,24.8,0.0,54,1010.5,0.129,556.0
Mumbai,24.2,0.0,66,1011.5,0.129,556.0
Mumbai,24.2,0.0,66,1012.9,0.129,556.0
Mumbai,24.4,0.0,69,1012.7,0.129,556.0
Mumbai,24.1,0.0,75,1012.0,0.129,556.0
Mumbai,23.6,0.0,79,1012.0,0.129,556.0
Mumbai,24.1,0.1,72,1011.3,0.129,556.0
Mumbai,25.5,0.9,67,1012.2,0.132,556.0
Mumbai,25.4,0.1,61,1013.8,0.129,556.0
Mumbai,25.8,0.0,50,1013.4,0.129,556.0
Mumbai,27.2,0.0,47,1013.2,0.131,556.0
Mumbai,26.7,0.0,60,1013.3,0.13,556.0
Mumbai,26.9,0.0,58,1011.9,0.13,556.0
Mumbai,27.1,0.0,60,1010.9,0.129,556.0
Mumbai,27.2,0.0,55,1011.5,0.129,556.0
Mumbai,25.9,0.0,70,1010.7,0.129,556.0
Mumbai,26.4,0.0,66,1009.7,0.129,556.0
Mumbai,27.9,0.0,52,1009.7,0.129,556.0
Mumbai,28.4,0.0,48,1012.1,0.129,556.0
Mumbai,28.1,0.0,41,1012.4,0.129,556.0
Mumbai,28.3,0.0,41,1010.6,0.128,556.0
Mumbai,29.1,0.0,34,1010.6,0.128,556.0
Mumbai,27.7,0.0,55,1011.7,0.128,556.0
Mumbai,26.1,0.0,79,1012.4,0.128,556.0
Mumbai,26.2,0.0,64,1011.9,0.128,556.0
Mumbai,26.5,0.0,65,1011.5,0.129,556.0
Mumbai,27.9,0.0,55,1011.5,0.129,556.0
Mumbai,27.2,0.0,64,1011.4,0.129,556.0
Mumbai,26.2,0.0,71,1011.9,0.129,556.0
Mumbai,27.1,0.0,58,1012.8,0.129,556.0
Mumbai,28.7,0.0,47,1011.9,0.128,556.0
Mumbai,28.6,0.0,46,1010.0,0.128,556.0
Mumbai,28.8,0.0,49,1009.9,0.128,556.0
Mumbai,28.3,0.0,55,1010.1,0.128,556.0
Mumbai,28.9,0.0,50,1008.7,0.128,556.0
Mumbai,27.8,0.0,62,1009.5,0.128,556.0
Mumbai,26.8,0.0,69,1010.0,0.128,556.0
Mumbai,26.3,0.0,75,1008.5,0.128,556.0
Mumbai,27.0,0.0,74,1008.5,0.129,556.0
Mumbai,27.9,0.0,64,1010.5,0.129,556.0
Mumbai,28.7,0.0,51,1010.8,0.128,556.0
Mumbai,29.8,0.0,45,1010.6,0.128,556.0
Mumbai,30.9,0.0,30,1009.6,0.128,556.0
Mumbai,30.5,0.0,31,1008.5,0.128,556.0
Mumbai,30.4,0.0,36,1007.9,0.128,556.0
Mumbai,28.1,0.0,67,1008.0,0.128,556.0
Mumbai,27.5,0.0,78,1008.0,0.128,556.0
Mumbai,26.8,0.0,78,1008.2,0.128,556.0
Mumbai,26.8,0.0,81,1007.4,0.128,556.0
Mumbai,27.2,0.0,77,1007.3,0.129,556.0
Mumbai,27.1,0.1,75,1007.3,0.129,556.0
Mumbai,27.1,0.0,75,1009.0,0.129,556.0
Mumbai,27.2,0.0,78,1010.4,0.129,556.0
Mumbai,27.6,0.0,78,1009.8,0.129,556.0
Mumbai,28.3,0.0,66,1009.2,0.129,556.0
Mumbai,28.4,0.0,72,1009.7,0.127,556.0
Mumbai,28.0,0.0,79,1008.7,0.129,556.0
Mumbai,28.0,0.0,77,1008.4,0.129,556.0
Mumbai,28.2,0.0,77,1009.6,0.129,556.0
Mumbai,28.8,0.0,75,1010.4,0.129,556.0
Mumbai,29.2,0.0,73,1011.2,0.129,556.0
Mumbai,30.2,0.0,65,1010.1,0.128,556.0
Mumbai,29.8,0.0,71,1009.9,0.128,556.0
Mumbai,28.7,0.0,76,1010.0,0.128,556.0
Mumbai,28.1,0.0,77,1009.8,0.126,556.0
Mumbai,28.5,0.0,79,1010.5,0.131,556.0
Mumbai,29.4,0.0,76,1010.4,0.126,556.0
Mumbai,28.8,0.0,78,1009.5,0.126,556.0
Mumbai,28.5,0.0,77,1008.9,0.126,556.0
Mumbai,28.2,0.0,77,1010.5,0.128,556.0
Mumbai,28.2,0.0,78,1010.0,0.128,556.0
Mumbai,28.1,0.0,72,1010.1,0.128,556.0
Mumbai,27.9,0.0,77,1009.4,0.129,556.0
Mumbai,29.6,0.0,77,1008.0,0.129,556.0
Mumbai,29.9,0.0,79,1008.1,0.129,556.0
Mumbai,29.8,0.0,74,1009.4,0.131,556.0
Mumbai,29.7,0.0,77,1009.8,0.128,556.0
Mumbai,29.5,0.0,79,1009.3,0.127,556.0
Mumbai,29.4,0.0,77,1008.3,0.128,556.0
Mumbai,30.2,0.0,74,1007.4,0.126,556.0
Mumbai,30.0,0.0,79,1008.1,0.127,556.0
Mumbai,30.1,0.0,75,1007.7,0.128,556.0
Mumbai,30.2,0.0,71,1007.3,0.124,556.0
Mumbai,29.8,0.0,77,1007.5,0.119,556.0
Mumbai,29.7,0.0,79,1008.2,0.117,556.0
Mumbai,29.7,0.0,78,1008.9,0.122,556.0
Mumbai,29.9,0.0,78,1007.3,0.123,556.0
Mumbai,29.9,0.0,75,1007.1,0.123,556.0
Mumbai,29.5,0.0,74,1006.9,0.124,556.0
Mumbai,29.5,0.0,72,1007.5,0.124,556.0
Mumbai,29.6,0.0,67,1005.9,0.129,556.0
Mumbai,29.1,0.0,69,1005.2,0.129,556.0
Mumbai,29.7,0.0,71,1003.0,0.129,556.0
Mumbai,32.0,0.0,59,999.5,0.129,556.0
Mumbai,30.0,14.3,68,997.5,0.187,556.0
Mumbai,26.9,199.6,89,997.5,0.436,556.0
Mumbai,27.2,19.5,89,1003.1,0.431,556.0
Mumbai,27.6,11.5,87,1004.9,0.411,556.0
Mumbai,28.3,0.8,82,1007.0,0.376,556.0
Mumbai,28.6,0.3,80,1007.4,0.347,556.0
Mumbai,28.7,1.3,78,1007.0,0.319,556.0
Mumbai,28.7,1.7,80,1008.3,0.292,556.0
Mumbai,28.8,1.8,81,1008.4,0.285,556.0
Mumbai,29.1,1.5,77,1006.7,0.264,556.0
Mumbai,29.4,0.0,69,1006.0,0.236,556.0
Mumbai,29.5,5.1,74,1006.2,0.232,556.0
Mumbai,28.9,4.0,80,1006.6,0.223,556.0
Mumbai,28.9,2.5,82,1007.5,0.227,556.0
Mumbai,28.8,3.2,83,1007.0,0.231,556.0
Mumbai,28.5,4.5,85,1005.4,0.262,556.0
Mumbai,28.1,6.5,86,1005.9,0.298,556.0
Mumbai,28.2,10.8,86,1006.7,0.332,556.0
Mumbai,28.7,2.0,84,1007.3,0.289,556.0
Mumbai,28.6,5.8,84,1007.8,0.284,556.0
Mumbai,27.2,10.1,87,1007.2,0.327,556.0
Mumbai,27.4,8.6,84,1007.6,0.346,556.0
Mumbai,27.4,15.5,87,1007.8,0.364,556.0
Mumbai,26.9,27.4,90,1006.8,0.418,556.0
Mumbai,26.9,21.9,90,1005.7,0.432,556.0
Mumbai,27.3,17.8,87,1005.0,0.428,556.0
Mumbai,26.9,21.0,90,1004.2,0.432,556.0
Mumbai,26.9,15.0,90,1004.3,0.428,556.0
Mumbai,27.4,8.6,89,1003.8,0.415,556.0
Mumbai,27.3,5.5,90,1002.6,0.406,556.0
Mumbai,26.8,9.6,89,1001.7,0.41,556.0
Mumbai,26.5,15.6,91,1002.6,0.426,556.0
Mumbai,26.1,17.7,90,1003.6,0.429,556.0
Mumbai,26.1,15.4,90,1005.0,0.43,556.0
Mumbai,25.9,18.4,91,1006.7,0.433,556.0
Mumbai,26.7,10.3,87,1007.6,0.42,556.0
Mumbai,27.6,4.9,84,1007.8,0.407,556.0
Mumbai,27.3,4.8,87,1007.4,0.402,556.0
Mumbai,27.1,5.5,89,1007.2,0.407,556.0
Mumbai,26.2,13.5,91,1007.7,0.42,556.0
Mumbai,26.0,34.1,92,1006.4,0.433,556.0
Mumbai,27.8,0.7,80,1006.8,0.4,556.0
Mumbai,27.0,15.1,87,1008.1,0.405,556.0
Mumbai,26.1,14.1,90,1007.1,0.426,556.0
Mumbai,27.5,3.7,87,1006.5,0.403,556.0
Mumbai,27.7,3.7,87,1006.4,0.404,556.0
Mumbai,28.3,2.7,80,1004.9,0.388,556.0
Mumbai,28.0,2.1,82,1005.8,0.37,556.0
Mumbai,27.9,2.5,85,1006.6,0.362,556.0
Mumbai,27.7,1.5,86,1007.2,0.348,556.0
Mumbai,27.7,1.6,87,1006.8,0.336,556.0
Mumbai,27.9,0.5,86,1005.6,0.325,556.0
Mumbai,28.4,2.8,83,1005.9,0.309,556.0
Mumbai,27.4,8.8,89,1005.2,0.356,556.0
Mumbai,27.4,5.0,86,1003.6,0.354,556.0
Mumbai,26.3,88.5,92,1002.5,0.427,556.0
Mumbai,27.1,11.7,89,1000.9,0.423,556.0
Mumbai,26.9,47.0,90,999.6,0.433,556.0
Mumbai,26.5,31.9,91,1001.9,0.433,556.0
Mumbai,26.2,36.9,92,1002.0,0.434,556.0
Mumbai,26.8,20.7,89,1001.3,0.428,556.0
Mumbai,26.6,30.6,91,1004.3,0.433,556.0
Mumbai,26.9,44.5,90,1005.5,0.431,556.0
Mumbai,26.8,33.7,90,1004.4,0.432,556.0
Mumbai,26.3,49.6,92,1004.6,0.435,556.0
Mumbai,26.3,34.5,91,1006.4,0.433,556.0
Mumbai,26.8,29.1,88,1004.2,0.434,556.0
Mumbai,26.4,19.4,89,1002.2,0.433,556.0
Mumbai,25.9,29.1,90,1002.5,0.434,556.0
Mumbai,26.5,12.1,89,1004.0,0.428,556.0
Mumbai,26.4,16.5,90,1004.8,0.43,556.0
Mumbai,26.6,10.1,88,1004.9,0.426,556.0
Mumbai,26.9,8.1,84,1004.4,0.419,556.0
Mumbai,27.1,12.0,83,1005.1,0.424,556.0
Mumbai,27.0,15.9,85,1006.2,0.425,556.0
Mumbai,27.3,3.6,82,1007.0,0.412,556.0
Mumbai,27.3,2.7,81,1007.8,0.398,556.0
Mumbai,26.9,3.3,81,1006.4,0.392,556.0
Mumbai,26.5,5.2,86,1007.1,0.39,556.0
Mumbai,26.2,10.0,89,1007.9,0.409,556.0
Mumbai,26.5,5.9,88,1007.6,0.407,556.0
Mumbai,26.9,4.8,86,1005.8,0.399,556.0
Mumbai,26.8,4.3,86,1005.4,0.395,556.0
Mumbai,26.5,3.8,89,1006.5,0.388,556.0
Mumbai,26.5,3.4,89,1007.5,0.384,556.0
Mumbai,26.8,3.6,87,1008.6,0.382,556.0
Mumbai,26.4,5.4,88,1008.5,0.384,556.0
Mumbai,26.5,4.2,87,1008.5,0.386,556.0
Mumbai,26.7,4.0,86,1009.1,0.386,556.0
Mumbai,26.5,4.1,86,1007.7,0.374,556.0
Mumbai,25.7,10.3,90,1006.4,0.397,556.0
Mumbai,25.9,5.7,90,1006.8,0.401,556.0
Mumbai,26.3,3.0,88,1007.9,0.393,556.0
Mumbai,25.8,16.6,91,1007.6,0.418,556.0
Mumbai,25.5,20.7,93,1006.1,0.433,556.0
Mumbai,25.4,32.7,93,1006.1,0.435,556.0
Mumbai,25.8,32.5,88,1006.7,0.427,556.0
Mumbai,25.3,65.1,93,1007.7,0.431,556.0
Mumbai,26.0,3.4,90,1008.0,0.406,556.0
Mumbai,26.6,1.6,88,1007.9,0.382,556.0
Mumbai,26.8,1.5,89,1007.8,0.378,556.0
Mumbai,26.7,1.6,87,1006.6,0.373,556.0
Mumbai,26.5,3.7,89,1005.2,0.363,556.0
Mumbai,26.4,1.8,89,1004.9,0.355,556.0
Mumbai,26.4,0.9,87,1003.8,0.341,556.0
Mumbai,26.9,0.8,86,1004.0,0.324,556.0
Mumbai,26.4,13.8,89,1005.3,0.342,556.0
Mumbai,25.8,47.0,91,1005.2,0.432,556.0
Mumbai,26.2,13.7,90,1005.6,0.425,556.0
Mumbai,26.5,6.7,89,1005.6,0.415,556.0
Mumbai,26.0,14.8,91,1005.5,0.426,556.0
Mumbai,26.3,17.3,91,1005.9,0.428,556.0
Mumbai,26.1,8.8,91,1006.1,0.423,556.0
Mumbai,26.5,10.9,89,1004.9,0.419,556.0
Mumbai,26.0,117.5,93,1002.8,0.435,556.0
Mumbai,26.5,57.1,89,1003.3,0.429,556.0
Mumbai,26.7,8.0,89,1006.8,0.415,556.0
Mumbai,26.6,9.7,88,1005.9,0.417,556.0
Mumbai,26.3,72.0,92,1003.8,0.434,556.0
Mumbai,26.5,27.6,90,1002.4,0.432,556.0
Mumbai,26.5,26.8,90,1002.1,0.432,556.0
Mumbai,26.8,4.8,85,1003.2,0.414,556.0
Mumbai,26.4,7.7,87,1004.6,0.413,556.0
Mumbai,26.7,2.5,85,1005.7,0.397,556.0
Mumbai,26.7,3.0,84,1006.3,0.385,556.0
Mumbai,26.2,4.3,90,1008.1,0.381,556.0
Mumbai,26.2,8.8,91,1009.6,0.4,556.0
Mumbai,26.4,12.5,90,1008.6,0.414,556.0
Mumbai,25.9,20.2,91,1007.5,0.429,556.0
Mumbai,25.8,12.7,92,1005.9,0.43,556.0
Mumbai,26.3,5.8,90,1006.5,0.413,556.0
Mumbai,26.6,1.7,87,1007.4,0.39,556.0
Mumbai,26.5,2.3,86,1007.2,0.377,556.0
Mumbai,26.6,2.8,85,1005.4,0.379,556.0
Mumbai,25.7,5.0,90,1004.2,0.388,556.0
Mumbai,25.9,29.0,90,1003.7,0.417,556.0
Mumbai,26.2,17.4,90,1005.2,0.427,556.0
Mumbai,26.5,2.7,90,1008.3,0.41,556.0
Mumbai,27.0,0.1,89,1008.8,0.381,556.0
Mumbai,27.0,0.8,89,1008.3,0.379,556.0
Mumbai,27.7,0.2,89,1007.7,0.362,556.0
Mumbai,28.0,0.3,88,1007.2,0.342,556.0
Mumbai,28.1,0.6,88,1007.1,0.33,556.0
Mumbai,28.1,7.4,89,1006.2,0.353,556.0
Mumbai,28.3,4.2,86,1006.0,0.327,556.0
Mumbai,27.1,5.0,88,1007.2,0.355,556.0
Mumbai,27.1,6.9,88,1008.6,0.371,556.0
Mumbai,27.0,4.5,88,1008.2,0.364,556.0
Mumbai,26.8,14.6,89,1006.8,0.386,556.0
Mumbai,27.8,0.7,87,1006.2,0.368,556.0
Mumbai,28.0,1.6,86,1005.9,0.363,556.0
Mumbai,28.4,0.7,76,1005.1,0.342,556.0
Mumbai,28.1,0.0,69,1003.2,0.319,556.0
Mumbai,27.5,0.0,70,1002.9,0.298,556.0
Mumbai,27.6,0.0,76,1004.4,0.28,556.0
Mumbai,27.7,1.3,80,1007.8,0.271,556.0
Mumbai,26.4,0.3,83,1011.4,0.261,556.0
Mumbai,26.3,0.0,84,1012.9,0.242,556.0
Mumbai,26.9,0.0,78,1012.3,0.221,556.0
Mumbai,27.1,0.0,75,1012.5,0.203,556.0
Mumbai,26.5,0.0,78,1012.9,0.188,556.0
Mumbai,26.0,0.0,80,1013.4,0.176,556.0
Mumbai,26.0,0.0,79,1012.1,0.162,556.0
Mumbai,27.0,0.0,73,1010.8,0.151,556.0
Mumbai,27.5,0.0,61,1011.2,0.146,556.0
Mumbai,27.9,0.0,56,1011.7,0.144,556.0
Mumbai,27.4,0.0,43,1013.0,0.138,556.0
Mumbai,27.7,0.0,47,1012.7,0.135,556.0
Mumbai,27.1,0.0,60,1011.7,0.133,556.0
Mumbai,27.0,0.0,68,1010.4,0.133,556.0
Mumbai,27.8,0.0,66,1010.2,0.135,556.0
Mumbai,27.9,0.0,57,1010.1,0.132,556.0
Mumbai,28.0,0.0,63,1009.7,0.131,556.0
Mumbai,27.8,1.7,73,1009.6,0.134,556.0
Mumbai,26.4,0.0,80,1008.8,0.204,556.0
Mumbai,26.5,0.0,75,1009.0,0.257,556.0
Mumbai,26.3,0.0,68,1010.4,0.23,556.0
Mumbai,26.2,0.0,57,1011.1,0.206,556.0
Mumbai,25.9,0.0,54,1010.1,0.185,556.0
Mumbai,26.3,0.0,46,1008.7,0.168,556.0
Mumbai,26.6,0.0,49,1008.4,0.156,556.0
Mumbai,27.0,0.0,62,1008.2,0.153,556.0
Mumbai,28.1,0.0,63,1007.9,0.145,556.0
Mumbai,27.6,0.0,69,1006.3,0.146,556.0
Mumbai,28.5,0.0,68,1006.2,0.137,556.0
Mumbai,27.0,4.3,80,1008.2,0.219,556.0
Mumbai,26.3,0.0,85,1007.8,0.313,556.0
Mumbai,26.9,0.7,84,1005.4,0.321,556.0
Mumbai,28.1,1.2,78,1005.4,0.3,556.0
Mumbai,27.4,7.8,82,1008.7,0.315,556.0
Mumbai,26.7,2.3,87,1011.4,0.3,556.0
Mumbai,27.3,0.0,86,1010.6,0.266,556.0
Mumbai,27.7,0.0,79,1010.3,0.24,556.0
Mumbai,27.7,0.0,71,1011.0,0.219,556.0
Mumbai,26.8,0.0,75,1011.7,0.201,556.0
Mumbai,26.6,0.0,71,1011.4,0.188,556.0
Mumbai,25.9,0.0,58,1012.1,0.171,556.0
Mumbai,26.5,0.0,55,1011.9,0.161,556.0
Mumbai,27.2,1.6,61,1011.1,0.156,556.0
Mumbai,22.0,76.0,84,1011.1,0.31,556.0
Mumbai,22.9,20.5,90,1010.2,0.423,556.0
Mumbai,23.9,0.8,89,1011.7,0.394,556.0
Mumbai,24.2,0.1,88,1012.1,0.37,556.0
Mumbai,23.7,0.2,88,1012.5,0.351,556.0
Mumbai,24.7,0.0,78,1012.3,0.332,556.0
Mumbai,25.4,0.0,72,1012.3,0.313,556.0
Mumbai,25.8,0.0,65,1012.8,0.298,556.0
Mumbai,25.5,0.0,70,1014.3,0.282,556.0
Mumbai,25.7,0.0,69,1014.2,0.27,556.0
Mumbai,25.2,0.0,72,1014.1,0.257,556.0
Mumbai,25.1,0.0,70,1013.7,0.245,556.0
Mumbai,24.2,0.0,70,1013.4,0.232,556.0
Mumbai,23.2,0.0,75,1013.3,0.217,556.0
Mumbai,23.1,0.0,80,1013.5,0.208,556.0
Mumbai,23.6,0.0,78,1014.6,0.199,556.0
Mumbai,23.3,0.0,79,1014.6,0.195,556.0
Mumbai,23.7,0.0,70,1014.6,0.189,556.0
Mumbai,23.4,0.0,70,1015.1,0.181,556.0
Mumbai,23.4,0.0,69,1014.8,0.171,556.0
Mumbai,22.9,0.0,75,1014.6,0.162,556.0
Mumbai,22.7,0.0,76,1013.1,0.156,556.0
Mumbai,22.3,0.0,76,1012.9,0.155,556.0
Mumbai,21.6,0.0,84,1013.5,0.151,556.0
Mumbai,21.7,0.0,81,1014.1,0.147,556.0
Mumbai,22.6,0.0,76,1014.7,0.148,556.0
Mumbai,23.1,0.0,74,1014.1,0.152,556.0
Mumbai,23.0,0.0,73,1013.5,0.144,556.0
Mumbai,22.7,0.0,65,1014.1,0.145,556.0
Mumbai,23.6,0.0,67,1014.7,0.143,556.0
Mumbai,24.8,0.0,66,1015.6,0.141,556.0
Mumbai,24.8,0.0,64,1015.7,0.141,556.0
Mumbai,24.8,0.0,66,1014.4,0.141,556.0
Mumbai,24.9,0.0,70,1014.1,0.137,556.0
Mumbai,24.9,0.0,72,1013.7,0.135,556.0
Mumbai,24.0,0.0,82,1013.5,0.135,556.0
Mumbai,23.3,0.0,79,1012.9,0.137,556.0
Mumbai,23.4,0.6,81,1012.7,0.135,556.0
Mumbai,22.3,1.7,82,1013.9,0.169,556.0
Mumbai,20.9,0.0,55,1014.1,0.188,556.0
Mumbai,19.4,0.0,61,1013.8,0.178,556.0
Mumbai,20.2,0.0,68,1013.5,0.17,556.0
Mumbai,20.6,0.0,70,1013.1,0.167,556.0
Mumbai,20.6,0.0,75,1012.3,0.164,556.0
Mumbai,21.6,0.0,74,1012.5,0.161,556.0
Mumbai,22.7,0.0,66,1012.8,0.16,556.0
Mumbai,24.4,0.0,58,1013.5,0.158,556.0
Mumbai,24.7,0.0,64,1015.5,0.157,556.0
Mumbai,23.8,0.0,69,1014.6,0.153,556.0
Mumbai,23.4,0.0,69,1013.2,0.149,556.0
Mumbai,22.6,0.0,73,1011.7,0.146,556.0
Mumbai,22.8,0.0,84,1011.6,0.144,556.0
Mumbai,23.8,1.4,75,1010.2,0.15,556.0
Mumbai,20.1,0.0,62,1012.1,0.149,556.0
Mumbai,19.2,0.0,53,1012.5,0.134,556.0
Mumbai,19.9,0.0,56,1012.0,0.141,556.0
Mumbai,21.1,0.0,54,1011.9,0.138,556.0
Mumbai,22.6,0.0,51,1012.3,0.137,556.0
Mumbai,23.3,0.0,48,1013.4,0.135,556.0
Mumbai,22.9,0.0,50,1014.1,0.133,556.0
Mumbai,22.5,0.0,56,1012.5,0.132,556.0
Mumbai,22.1,0.0,57,1012.0,0.131,556.0
Mumbai,22.0,0.0,69,1011.2,0.131,556.0
Mumbai,21.7,0.0,80,1011.5,0.131,556.0
Mumbai,22.3,0.0,84,1011.0,0.131,556.0
Mumbai,21.4,0.0,74,1011.2,0.13,556.0
Mumbai,21.6,0.0,67,1011.7,0.13,556.0
Mumbai,21.9,0.0,74,1013.6,0.13,556.0
Mumbai,21.7,0.0,81,1014.3,0.13,556.0
Mumbai,21.5,0.0,80,1013.5,0.13,556.0
Mumbai,21.9,0.0,73,1013.2,0.13,556.0
Mumbai,24.3,0.0,50,1012.3,0.13,556.0
Mumbai,25.3,0.0,45,1011.9,0.129,556.0
Mumbai,24.1,0.0,54,1011.5,0.129,556.0
Mumbai,23.6,0.0,62,1010.1,0.129,556.0
Mumbai,23.9,0.0,50,1010.7,0.129,556.0
Mumbai,22.6,0.0,72,1010.8,0.129,556.0
Mumbai,22.0,0.0,81,1009.0,0.129,556.0
Mumbai,22.3,0.0,81,1008.0,0.129,556.0
Mumbai,22.8,0.0,77,1009.6,0.129,556.0
Mumbai,24.0,0.0,74,1011.3,0.129,556.0
Mumbai,24.2,0.0,59,1010.5,0.129,556.0
Mumbai,23.9,0.0,55,1010.2,0.129,556.0
Mumbai,23.8,0.0,68,1011.3,0.129,556.0
Mumbai,24.4,0.0,64,1012.6,0.129,556.0
Mumbai,25.4,0.0,58,1013.5,0.129,556.0
Mumbai,24.9,0.0,60,1012.8,0.129,556.0
Mumbai,24.9,0.0,58,1013.1,0.129,556.0
Mumbai,25.1,0.0,53,1013.0,0.129,556.0
Mumbai,25.8,0.0,48,1012.6,0.129,556.0
Mumbai,26.0,0.0,54,1012.4,0.129,556.0
Mumbai,27.0,0.0,48,1011.5,0.129,556.0
Mumbai,28.1,0.0,39,1011.7,0.128,556.0
Mumbai,27.2,0.0,40,1011.6,0.128,556.0
Mumbai,26.8,0.0,49,1010.6,0.128,556.0
Mumbai,27.6,0.0,52,1009.9,0.128,556.0
Mumbai,28.0,0.0,54,1010.2,0.128,556.0
Mumbai,28.7,0.0,52,1009.9,0.128,556.0
Mumbai,28.3,0.1,55,1010.2,0.129,556.0
Mumbai,28.3,0.0,53,1009.9,0.129,556.0
Mumbai,28.2,0.0,52,1009.5,0.128,556.0
Mumbai,28.4,0.0,55,1009.3,0.128,556.0
Mumbai,29.2,0.0,38,1009.6,0.128,556.0
Mumbai,29.3,0.0,38,1009.8,0.128,556.0
Mumbai,29.8,0.0,44,1008.2,0.128,556.0
Mumbai,29.8,0.0,44,1007.0,0.128,556.0
Mumbai,29.7,0.0,49,1006.4,0.128,556.0
Mumbai,29.2,0.0,54,1005.9,0.128,556.0
Mumbai,27.8,0.0,72,1006.5,0.126,556.0
Mumbai,26.6,0.0,82,1007.4,0.128,556.0
Mumbai,27.4,0.0,67,1007.9,0.129,556.0
Mumbai,29.7,0.0,42,1007.1,0.129,556.0
Mumbai,30.7,0.0,30,1006.3,0.128,556.0
Mumbai,28.0,0.0,56,1007.2,0.128,556.0
