event_name,date,latitude,longitude,rainfall_mm,antecedent_7day_mm,temp_max_c,temp_min_c,humidity_pct,wind_speed_kmh,precipitation_hours,evapotranspiration_mm,soil_moisture,elevation_m,river_discharge_m3s,flood_nearby,landslide_occurred
Indonesia_Papua_2022,2022-10-21,-4.1,137.08,10.0,144.29999999999998,10.1,5.7,100,10.8,10.0,2.39,0.417,3584.0,7.05,0,1
Indonesia_Papua_2022,2022-10-22,-4.1,137.08,3.7,144.29999999999998,9.8,4.3,100,11.3,7.0,3.23,0.408,3584.0,6.89,0,1
Indonesia_Papua_2022,2022-10-23,-4.1,137.08,3.1,144.29999999999998,10.7,5.8,100,10.2,8.0,3.22,0.395,3584.0,7.15,0,1
Indonesia_Papua_2022,2022-10-24,-4.1,137.08,4.7,144.29999999999998,10.0,4.6,100,10.7,13.0,2.68,0.394,3584.0,6.53,0,1
Indonesia_Papua_2022,2022-10-25,-4.1,137.08,13.5,144.29999999999998,9.7,6.2,100,4.7,13.0,2.36,0.408,3584.0,5.9,0,1
Philippines_Leyte_2006,2006-02-17,10.7,124.87,1.4,127.2,25.6,20.8,99,14.8,8.0,3.55,0.411,454.0,3.16,0,1
Philippines_Leyte_2006,2006-02-18,10.7,124.87,4.9,127.2,24.8,21.2,99,14.0,12.0,2.79,0.413,454.0,2.94,0,1
Philippines_Leyte_2006,2006-02-19,10.7,124.87,2.6,127.2,26.0,21.1,99,11.1,13.0,3.71,0.409,454.0,2.78,0,1
Philippines_Leyte_2006,2006-02-20,10.7,124.87,2.5,127.2,26.2,21.5,98,16.8,15.0,3.23,0.409,454.0,2.66,0,1
Philippines_Leyte_2006,2006-02-21,10.7,124.87,1.9,127.2,25.5,21.0,98,12.4,10.0,3.79,0.404,454.0,2.47,0,1
Philippines_SLeyte_2022,2022-04-10,10.52,124.97,379.2,190.7,24.3,22.8,100,26.3,24.0,0.42,0.43,142.0,15.52,0,1
Philippines_SLeyte_2022,2022-04-11,10.52,124.97,111.8,190.7,25.2,22.8,100,22.4,24.0,1.53,0.43,142.0,14.63,0,1
Philippines_SLeyte_2022,2022-04-12,10.52,124.97,74.2,190.7,25.7,23.6,100,16.5,24.0,1.34,0.429,142.0,15.52,0,1
Philippines_SLeyte_2022,2022-04-13,10.52,124.97,27.4,190.7,27.9,23.3,100,11.4,7.0,2.39,0.418,142.0,14.92,0,1
Philippines_SLeyte_2022,2022-04-14,10.52,124.97,9.3,190.7,29.1,23.7,100,10.7,10.0,3.47,0.412,142.0,12.68,0,1
Brazil_Petropolis_2022,2022-02-15,-22.51,-43.18,6.5,152.1,24.7,18.5,99,10.8,11.0,3.99,0.49,846.0,1.89,0,1
Brazil_Petropolis_2022,2022-02-16,-22.51,-43.18,6.0,152.1,23.4,16.3,99,7.8,11.0,4.09,0.49,846.0,1.86,0,1
Brazil_Petropolis_2022,2022-02-17,-22.51,-43.18,15.1,152.1,25.6,16.3,97,7.1,8.0,4.43,0.491,846.0,1.82,0,1
Brazil_Petropolis_2022,2022-02-18,-22.51,-43.18,27.6,152.1,20.7,17.6,100,5.2,24.0,1.46,0.512,846.0,7.13,0,1
Brazil_Petropolis_2022,2022-02-19,-22.51,-43.18,24.9,152.1,22.2,16.5,99,7.6,16.0,2.73,0.505,846.0,4.56,0,1
Brazil_Morro_2011,2011-01-11,-22.93,-43.17,20.3,38.9,27.6,24.0,99,10.0,19.0,1.78,0.409,0.0,0.33,0,1
Brazil_Morro_2011,2011-01-12,-22.93,-43.17,3.7,38.9,31.8,23.6,96,11.2,4.0,4.47,0.399,0.0,0.34,0,1
Brazil_Morro_2011,2011-01-13,-22.93,-43.17,8.2,38.9,30.5,25.1,96,10.0,15.0,3.56,0.394,0.0,0.26,0,1
Brazil_Morro_2011,2011-01-14,-22.93,-43.17,24.2,38.9,29.6,25.0,96,10.0,18.0,2.64,0.416,0.0,0.41,0,1
Brazil_Morro_2011,2011-01-15,-22.93,-43.17,34.8,38.9,27.7,24.0,97,11.7,14.0,2.27,0.423,0.0,0.55,0,1
Colombia_Quetame_2023,2023-07-17,4.38,-73.87,11.4,38.0,16.1,10.5,99,9.3,21.0,2.51,0.412,2526.0,0.66,0,1
Colombia_Quetame_2023,2023-07-18,4.38,-73.87,12.0,38.0,15.6,8.7,100,11.0,16.0,2.84,0.418,2526.0,0.87,0,1
Colombia_Quetame_2023,2023-07-19,4.38,-73.87,8.8,38.0,15.2,7.9,97,9.7,10.0,1.82,0.413,2526.0,0.87,0,1
Colombia_Quetame_2023,2023-07-20,4.38,-73.87,3.4,38.0,16.1,7.5,98,13.5,12.0,3.56,0.401,2526.0,0.85,0,1
Colombia_Quetame_2023,2023-07-21,4.38,-73.87,8.9,38.0,15.0,9.7,99,12.0,20.0,2.16,0.409,2526.0,0.83,0,1
Colombia_Mocoa_2017,2017-03-31,1.15,-76.65,28.7,59.8,26.4,19.5,100,9.0,20.0,2.01,0.426,598.0,44.39,0,1
Colombia_Mocoa_2017,2017-04-01,1.15,-76.65,30.6,59.8,26.3,19.4,100,5.5,14.0,2.54,0.423,598.0,41.07,0,1
Colombia_Mocoa_2017,2017-04-02,1.15,-76.65,0.7,59.8,27.4,18.4,95,6.4,3.0,3.63,0.404,598.0,35.14,0,1
Colombia_Mocoa_2017,2017-04-03,1.15,-76.65,2.4,59.8,28.6,20.0,91,9.3,11.0,4.3,0.397,598.0,30.92,0,1
Colombia_Mocoa_2017,2017-04-04,1.15,-76.65,0.6,59.8,27.3,19.0,93,10.0,4.0,3.99,0.391,598.0,27.97,0,1
SriLanka_Aranayake_2016,2016-05-17,7.02,80.38,66.7,536.4,26.3,23.4,99,14.4,24.0,2.19,0.477,325.0,15.87,0,1
SriLanka_Aranayake_2016,2016-05-18,7.02,80.38,14.7,536.4,27.6,22.7,99,13.4,16.0,3.23,0.472,325.0,13.69,0,1
SriLanka_Aranayake_2016,2016-05-19,7.02,80.38,18.7,536.4,27.3,23.6,99,12.8,24.0,2.62,0.476,325.0,12.4,0,1
SriLanka_Aranayake_2016,2016-05-20,7.02,80.38,22.3,536.4,27.2,23.3,99,9.6,21.0,2.61,0.464,325.0,11.56,0,1
SriLanka_Aranayake_2016,2016-05-21,7.02,80.38,7.0,536.4,27.4,24.1,97,12.1,15.0,3.0,0.47,325.0,10.72,0,1
SriLanka_2017,2017-05-26,6.82,80.68,28.8,69.0,19.1,15.9,100,19.4,24.0,1.21,0.511,1626.0,1.19,0,1
SriLanka_2017,2017-05-27,6.82,80.68,9.7,69.0,20.0,16.9,100,18.5,24.0,2.28,0.509,1626.0,1.22,0,1
SriLanka_2017,2017-05-28,6.82,80.68,12.2,69.0,19.5,16.6,100,21.2,24.0,2.56,0.511,1626.0,1.19,0,1
SriLanka_2017,2017-05-29,6.82,80.68,25.0,69.0,19.3,15.9,100,22.9,24.0,2.05,0.513,1626.0,1.19,0,1
SriLanka_2017,2017-05-30,6.82,80.68,34.4,69.0,19.0,15.4,100,21.2,24.0,1.42,0.512,1626.0,1.28,0,1
Uganda_Bududa_2018,2018-10-11,1.0,34.33,10.9,7.6,23.5,17.5,96,7.6,13.0,2.96,0.464,1318.0,43.46,0,1
Uganda_Bududa_2018,2018-10-12,1.0,34.33,2.7,7.6,22.7,17.5,89,8.2,10.0,2.65,0.443,1318.0,42.25,0,1
Uganda_Bududa_2018,2018-10-13,1.0,34.33,0.4,7.6,25.8,17.7,89,9.9,2.0,4.4,0.442,1318.0,42.15,0,1
Uganda_Bududa_2018,2018-10-14,1.0,34.33,24.2,7.6,23.5,17.0,93,10.1,15.0,2.91,0.488,1318.0,43.87,0,1
Uganda_Bududa_2018,2018-10-15,1.0,34.33,41.0,7.6,24.2,17.3,97,6.0,13.0,3.38,0.498,1318.0,44.71,0,1
SierraLeone_Freetown_2017,2017-08-14,8.49,-13.23,16.8,60.7,27.4,22.7,100,12.4,21.0,2.94,0.427,0.0,,0,1
SierraLeone_Freetown_2017,2017-08-15,8.49,-13.23,5.6,60.7,26.2,23.9,95,15.3,16.0,2.17,0.419,0.0,,0,1
SierraLeone_Freetown_2017,2017-08-16,8.49,-13.23,15.2,60.7,26.9,22.5,100,23.1,16.0,1.95,0.427,0.0,,0,1
SierraLeone_Freetown_2017,2017-08-17,8.49,-13.23,2.7,60.7,27.0,23.5,95,15.9,10.0,2.97,0.413,0.0,,0,1
SierraLeone_Freetown_2017,2017-08-18,8.49,-13.23,9.3,60.7,26.9,24.0,96,21.9,18.0,3.05,0.405,0.0,,0,1
Italy_Ischia_2022,2022-11-26,40.74,13.89,69.3,67.4,15.4,10.6,87,48.0,22.0,1.62,0.354,156.0,1.15,0,1
Italy_Ischia_2022,2022-11-27,40.74,13.89,0.0,67.4,14.9,10.7,68,43.5,0.0,2.77,0.287,156.0,4.13,0,1
Italy_Ischia_2022,2022-11-28,40.74,13.89,0.0,67.4,13.8,9.9,74,19.5,0.0,1.75,0.259,156.0,2.3,0,1
Italy_Ischia_2022,2022-11-29,40.74,13.89,0.0,67.4,14.4,10.9,76,28.2,0.0,2.06,0.242,156.0,1.52,0,1
Italy_Ischia_2022,2022-11-30,40.74,13.89,0.7,67.4,13.9,10.4,74,31.1,6.0,1.88,0.227,156.0,1.17,0,1
Italy_Marche_2022,2022-09-15,43.6,13.05,2.3,1.0,27.4,21.2,81,34.1,4.0,4.46,0.214,219.0,0.87,0,1
Italy_Marche_2022,2022-09-16,43.6,13.05,0.1,1.0,28.9,20.5,86,27.9,1.0,4.73,0.213,219.0,0.91,0,1
Italy_Marche_2022,2022-09-17,43.6,13.05,11.4,1.0,23.8,11.8,91,44.5,7.0,2.1,0.262,219.0,0.94,0,1
Italy_Marche_2022,2022-09-18,43.6,13.05,0.0,1.0,23.2,8.9,83,15.8,0.0,3.75,0.285,219.0,1.1,0,1
Italy_Marche_2022,2022-09-19,43.6,13.05,2.9,1.0,23.5,14.8,90,21.3,5.0,3.52,0.268,219.0,1.06,0,1
Canada_BC_2021,2021-11-14,49.52,-121.41,96.1,107.2,8.3,4.3,100,7.8,24.0,0.19,0.437,231.0,6.4,0,1
Canada_BC_2021,2021-11-15,49.52,-121.41,66.5,107.2,10.1,2.2,100,12.5,23.0,0.17,0.433,231.0,18.36,0,1
Canada_BC_2021,2021-11-16,49.52,-121.41,5.9,107.2,4.1,0.4,99,11.6,20.0,0.35,0.404,231.0,6.5,0,1
Canada_BC_2021,2021-11-17,49.52,-121.41,0.0,107.2,7.8,-3.7,99,7.5,0.0,0.71,0.394,231.0,4.08,0,1
Canada_BC_2021,2021-11-18,49.52,-121.41,13.1,107.2,3.5,1.3,94,5.4,17.0,0.35,0.388,231.0,3.35,0,1
Turkey_BlackSea_2021,2021-08-10,41.37,36.57,29.2,69.5,24.4,20.9,94,15.4,21.0,1.33,0.424,0.0,,0,1
Turkey_BlackSea_2021,2021-08-11,41.37,36.57,19.5,69.5,25.0,20.7,94,20.1,23.0,2.73,0.423,0.0,,0,1
Turkey_BlackSea_2021,2021-08-12,41.37,36.57,17.0,69.5,26.7,22.0,94,29.8,11.0,3.82,0.416,0.0,,0,1
Turkey_BlackSea_2021,2021-08-13,41.37,36.57,10.1,69.5,26.6,21.8,94,28.0,16.0,4.34,0.414,0.0,,0,1
Turkey_BlackSea_2021,2021-08-14,41.37,36.57,2.5,69.5,24.6,20.7,80,19.8,10.0,3.18,0.385,0.0,,0,1
Myanmar_2022,2022-08-09,19.74,96.15,44.8,90.2,28.8,23.5,97,20.0,23.0,2.78,0.427,108.0,0.67,0,1
Myanmar_2022,2022-08-10,19.74,96.15,27.8,90.2,30.0,23.0,96,14.8,19.0,3.35,0.425,108.0,0.61,0,1
Myanmar_2022,2022-08-11,19.74,96.15,14.6,90.2,31.1,23.1,98,12.5,12.0,4.53,0.416,108.0,0.44,0,1
Myanmar_2022,2022-08-12,19.74,96.15,26.1,90.2,25.7,23.6,98,16.8,20.0,1.01,0.427,108.0,0.53,0,1
Myanmar_2022,2022-08-13,19.74,96.15,15.0,90.2,28.0,23.5,95,21.9,20.0,2.14,0.424,108.0,1.58,0,1
Bangladesh_2017,2017-06-12,22.31,91.83,193.1,77.2,27.5,26.0,95,57.4,24.0,1.56,0.437,4.0,463.52,0,1
Bangladesh_2017,2017-06-13,22.31,91.83,55.6,77.2,29.1,25.6,99,24.9,24.0,1.64,0.432,4.0,562.64,0,1
Bangladesh_2017,2017-06-14,22.31,91.83,10.9,77.2,28.7,24.2,100,18.3,20.0,1.65,0.426,4.0,602.95,0,1
Bangladesh_2017,2017-06-15,22.31,91.83,16.7,77.2,28.0,24.3,99,27.1,17.0,1.92,0.418,4.0,655.15,0,1
Bangladesh_2017,2017-06-16,22.31,91.83,31.4,77.2,27.8,24.6,98,29.0,24.0,2.14,0.433,4.0,700.46,0,1
Ethiopia_Gofa_2024,2024-07-22,-6.78,37.83,0.0,1.0,28.2,18.4,87,15.0,0.0,4.73,0.152,454.0,0.0,0,1
Ethiopia_Gofa_2024,2024-07-23,-6.78,37.83,0.0,1.0,29.0,17.5,74,12.4,0.0,4.76,0.146,454.0,0.0,0,1
Ethiopia_Gofa_2024,2024-07-24,-6.78,37.83,0.0,1.0,29.3,18.4,90,14.1,0.0,4.77,0.142,454.0,0.0,0,1
Ethiopia_Gofa_2024,2024-07-25,-6.78,37.83,0.0,1.0,28.8,18.2,95,12.3,0.0,4.83,0.139,454.0,0.0,0,1
Ethiopia_Gofa_2024,2024-07-26,-6.78,37.83,0.0,1.0,29.3,18.1,85,13.0,0.0,4.73,0.139,454.0,0.0,0,1
Afghanistan_Badakhshan_2014,2014-05-02,36.73,70.81,0.0,30.0,11.0,-0.7,95,5.5,0.0,3.95,0.421,2573.0,4.19,0,1
Afghanistan_Badakhshan_2014,2014-05-03,36.73,70.81,0.1,30.0,12.3,-0.3,95,6.0,1.0,3.79,0.421,2573.0,4.41,0,1
Afghanistan_Badakhshan_2014,2014-05-04,36.73,70.81,1.0,30.0,10.4,1.7,94,4.7,6.0,2.94,0.422,2573.0,4.71,0,1
Afghanistan_Badakhshan_2014,2014-05-05,36.73,70.81,3.9,30.0,11.2,3.6,95,3.8,14.0,3.68,0.426,2573.0,5.31,0,1
Afghanistan_Badakhshan_2014,2014-05-06,36.73,70.81,1.5,30.0,11.8,0.3,96,5.2,6.0,4.07,0.423,2573.0,5.87,0,1
NZ_Wairoa_2023,2023-02-12,-38.87,177.41,7.8,12.1,17.1,11.4,97,15.3,16.0,1.2,0.324,260.0,8.59,0,1
NZ_Wairoa_2023,2023-02-13,-38.87,177.41,81.4,12.1,16.6,13.6,98,31.0,21.0,0.46,0.409,260.0,78.98,0,1
NZ_Wairoa_2023,2023-02-14,-38.87,177.41,74.5,12.1,20.0,16.6,99,25.4,23.0,1.03,0.433,260.0,172.78,0,1
NZ_Wairoa_2023,2023-02-15,-38.87,177.41,6.1,12.1,20.6,13.4,99,20.2,15.0,2.77,0.416,260.0,178.89,0,1
NZ_Wairoa_2023,2023-02-16,-38.87,177.41,22.1,12.1,18.9,11.4,99,16.5,14.0,1.89,0.415,260.0,152.46,0,1
Mexico_Atoyac_2021,2021-10-06,17.21,-100.43,5.7,14.1,30.2,24.4,94,9.1,5.0,4.07,0.405,48.0,2.05,0,1
Mexico_Atoyac_2021,2021-10-07,17.21,-100.43,0.1,14.1,30.8,24.1,95,11.7,1.0,4.34,0.384,48.0,1.77,0,1
Mexico_Atoyac_2021,2021-10-08,17.21,-100.43,10.2,14.1,30.5,24.7,96,11.2,7.0,3.18,0.449,48.0,1.52,0,1
Mexico_Atoyac_2021,2021-10-09,17.21,-100.43,14.9,14.1,31.9,24.5,92,12.7,6.0,4.18,0.432,48.0,1.43,0,1
Mexico_Atoyac_2021,2021-10-10,17.21,-100.43,5.5,14.1,29.8,24.6,91,12.7,14.0,3.79,0.422,48.0,1.38,0,1
India_Punjab_Flat_DryNov,2022-11-01,30.9,75.85,0.0,0.0,30.2,16.3,94,15.5,0.0,3.12,0.215,250.0,1.6,0,0
India_Punjab_Flat_DryNov,2022-11-02,30.9,75.85,0.0,0.0,29.4,17.5,96,13.0,0.0,2.99,0.214,250.0,1.58,0,0
India_Punjab_Flat_DryNov,2022-11-03,30.9,75.85,0.0,0.0,29.4,15.4,90,10.4,0.0,2.73,0.213,250.0,1.55,0,0
India_Punjab_Flat_DryNov,2022-11-04,30.9,75.85,0.0,0.0,29.4,16.1,94,8.0,0.0,2.59,0.212,250.0,1.55,0,0
India_Punjab_Flat_DryNov,2022-11-05,30.9,75.85,0.0,0.0,29.3,16.6,94,13.9,0.0,2.83,0.213,250.0,1.54,0,0
India_UP_Agra_FlatDry,2023-04-01,27.17,78.0,0.0,16.8,27.4,16.0,98,10.8,0.0,4.39,0.298,172.0,247.31,0,0
India_UP_Agra_FlatDry,2023-04-02,27.17,78.0,0.0,16.8,29.9,16.3,94,20.2,0.0,4.84,0.264,172.0,265.69,0,0
India_UP_Agra_FlatDry,2023-04-03,27.17,78.0,0.0,16.8,32.8,16.9,90,18.1,0.0,5.72,0.24,172.0,263.24,0,0
India_UP_Agra_FlatDry,2023-04-04,27.17,78.0,0.0,16.8,30.1,18.0,77,15.3,0.0,5.36,0.224,172.0,259.02,0,0
India_UP_Agra_FlatDry,2023-04-05,27.17,78.0,0.0,16.8,32.4,17.2,75,15.3,0.0,6.08,0.206,172.0,254.27,0,0
India_Rajasthan_Flat_Dry,2023-05-01,26.92,70.9,0.4,3.8,28.4,20.6,91,15.8,2.0,4.75,0.204,240.0,0.09,0,0
India_Rajasthan_Flat_Dry,2023-05-02,26.92,70.9,0.0,3.8,30.9,21.5,82,13.6,0.0,4.92,0.141,240.0,0.06,0,0
India_Rajasthan_Flat_Dry,2023-05-03,26.92,70.9,0.0,3.8,32.6,21.5,90,12.4,0.0,5.55,0.088,240.0,0.06,0,0
India_Rajasthan_Flat_Dry,2023-05-04,26.92,70.9,0.0,3.8,35.7,22.1,77,15.0,0.0,6.09,0.046,240.0,0.06,0,0
India_Rajasthan_Flat_Dry,2023-05-05,26.92,70.9,0.0,3.8,36.5,23.5,67,16.8,0.0,6.88,0.022,240.0,0.03,0,0
India_Haryana_Flat_Dry,2023-01-01,29.15,75.72,0.0,0.9,18.6,6.1,97,9.9,0.0,1.92,0.261,212.0,0.02,0,0
India_Haryana_Flat_Dry,2023-01-02,29.15,75.72,0.0,0.9,18.4,5.2,98,9.4,0.0,1.97,0.266,212.0,0.02,0,0
India_Haryana_Flat_Dry,2023-01-03,29.15,75.72,0.0,0.9,17.1,5.5,100,10.9,0.0,1.88,0.275,212.0,0.02,0,0
India_Haryana_Flat_Dry,2023-01-04,29.15,75.72,0.0,0.9,17.4,4.2,99,11.0,0.0,1.9,0.281,212.0,0.02,0,0
India_Haryana_Flat_Dry,2023-01-05,29.15,75.72,0.0,0.9,16.5,4.1,100,10.0,0.0,1.64,0.282,212.0,0.02,0,0
India_WB_Kolkata_Flat,2023-02-01,22.57,88.36,0.0,0.0,24.5,18.5,81,11.1,0.0,1.82,0.163,12.0,3.22,0,0
India_WB_Kolkata_Flat,2023-02-02,22.57,88.36,0.0,0.0,25.9,15.8,81,16.6,0.0,4.09,0.163,12.0,3.47,0,0
India_WB_Kolkata_Flat,2023-02-03,22.57,88.36,0.0,0.0,25.9,14.1,93,14.7,0.0,3.46,0.165,12.0,3.73,0,0
India_WB_Kolkata_Flat,2023-02-04,22.57,88.36,0.0,0.0,26.9,13.3,96,12.5,0.0,3.75,0.158,12.0,3.76,0,0
India_WB_Kolkata_Flat,2023-02-05,22.57,88.36,0.0,0.0,27.5,14.1,88,9.2,0.0,3.71,0.156,12.0,3.75,0,0
India_Bihar_Patna_FlatDry,2023-01-10,25.61,85.13,0.0,0.0,17.7,7.9,99,12.0,0.0,1.44,0.293,54.0,1869.68,1,0
India_Bihar_Patna_FlatDry,2023-01-11,25.61,85.13,0.0,0.0,18.9,8.2,99,13.7,0.0,1.69,0.296,54.0,1802.02,1,0
India_Bihar_Patna_FlatDry,2023-01-12,25.61,85.13,0.0,0.0,18.6,8.7,99,9.7,0.0,1.67,0.296,54.0,1736.8,1,0
India_Bihar_Patna_FlatDry,2023-01-13,25.61,85.13,0.0,0.0,21.0,9.2,100,9.0,0.0,1.95,0.295,54.0,1677.8,1,0
India_Bihar_Patna_FlatDry,2023-01-14,25.61,85.13,0.0,0.0,23.5,10.2,99,14.1,0.0,2.39,0.29,54.0,1632.05,1,0
India_MH_Nagpur_Flat,2023-01-01,21.15,79.09,0.0,0.3,27.4,16.1,72,10.0,0.0,3.65,0.243,310.0,0.87,0,0
India_MH_Nagpur_Flat,2023-01-02,21.15,79.09,0.0,0.3,27.2,15.1,77,11.4,0.0,3.45,0.238,310.0,0.87,0,0
India_MH_Nagpur_Flat,2023-01-03,21.15,79.09,0.0,0.3,27.8,14.9,78,9.2,0.0,3.25,0.237,310.0,0.87,0,0
India_MH_Nagpur_Flat,2023-01-04,21.15,79.09,0.1,0.3,25.3,16.1,81,11.9,1.0,2.89,0.24,310.0,0.87,0,0
India_MH_Nagpur_Flat,2023-01-05,21.15,79.09,0.2,0.3,26.5,15.1,90,11.8,2.0,3.06,0.244,310.0,0.99,0,0
India_TN_Chennai_Flat,2023-03-01,13.08,80.27,0.0,0.2,30.6,25.0,86,17.3,0.0,5.43,0.136,10.0,,0,0
India_TN_Chennai_Flat,2023-03-02,13.08,80.27,0.0,0.2,30.6,21.7,91,14.0,0.0,5.6,0.131,10.0,,0,0
India_TN_Chennai_Flat,2023-03-03,13.08,80.27,0.0,0.2,30.7,21.5,95,17.1,0.0,5.45,0.126,10.0,,0,0
India_TN_Chennai_Flat,2023-03-04,13.08,80.27,0.0,0.2,31.2,21.3,93,15.9,0.0,5.28,0.122,10.0,,0,0
India_TN_Chennai_Flat,2023-03-05,13.08,80.27,0.0,0.2,31.0,22.2,97,15.8,0.0,5.22,0.128,10.0,,0,0
India_Gujarat_Flat,2023-02-01,23.02,72.57,0.0,2.1,27.2,14.8,80,20.3,0.0,4.9,0.195,53.0,1.12,0,0
India_Gujarat_Flat,2023-02-02,23.02,72.57,0.0,2.1,29.2,13.8,62,17.7,0.0,5.09,0.187,53.0,1.28,0,0
India_Gujarat_Flat,2023-02-03,23.02,72.57,0.0,2.1,30.0,14.4,61,15.6,0.0,4.92,0.179,53.0,1.3,0,0
India_Gujarat_Flat,2023-02-04,23.02,72.57,0.0,2.1,30.6,12.9,67,12.2,0.0,4.87,0.173,53.0,1.28,0,0
India_Gujarat_Flat,2023-02-05,23.02,72.57,0.0,2.1,31.7,14.1,65,9.5,0.0,4.4,0.167,53.0,1.28,0,0
India_Odisha_Flat,2023-03-01,20.29,85.82,0.0,0.0,35.6,19.9,97,16.5,0.0,5.22,0.127,54.0,0.19,0,0
India_Odisha_Flat,2023-03-02,20.29,85.82,0.0,0.0,36.2,21.0,83,20.4,0.0,5.28,0.125,54.0,0.19,0,0
India_Odisha_Flat,2023-03-03,20.29,85.82,0.0,0.0,36.3,20.9,80,15.4,0.0,5.51,0.123,54.0,0.19,0,0
India_Odisha_Flat,2023-03-04,20.29,85.82,0.0,0.0,36.3,20.5,72,15.2,0.0,6.07,0.121,54.0,0.19,0,0
India_Odisha_Flat,2023-03-05,20.29,85.82,0.0,0.0,36.4,20.5,73,14.4,0.0,6.0,0.12,54.0,0.19,0,0
Bangladesh_Dhaka_Flat,2023-01-01,23.81,90.41,0.0,9.4,23.8,11.9,95,8.7,0.0,2.48,0.277,9.0,10.8,0,0
Bangladesh_Dhaka_Flat,2023-01-02,23.81,90.41,0.0,9.4,24.4,12.4,95,9.3,0.0,2.65,0.277,9.0,10.8,0,0
Bangladesh_Dhaka_Flat,2023-01-03,23.81,90.41,0.0,9.4,23.5,11.9,94,11.0,0.0,2.55,0.275,9.0,10.8,0,0
Bangladesh_Dhaka_Flat,2023-01-04,23.81,90.41,0.0,9.4,23.4,13.2,95,12.2,0.0,2.51,0.276,9.0,10.72,0,0
Bangladesh_Dhaka_Flat,2023-01-05,23.81,90.41,0.0,9.4,22.8,12.3,95,14.8,0.0,2.41,0.283,9.0,10.67,0,0
Nepal_Terai_Flat,2023-01-15,27.0,84.0,0.0,0.0,17.8,10.5,98,15.9,0.0,1.18,0.292,90.0,205.54,0,0
Nepal_Terai_Flat,2023-01-16,27.0,84.0,0.0,0.0,17.5,7.7,95,10.5,0.0,1.7,0.29,90.0,203.64,0,0
Nepal_Terai_Flat,2023-01-17,27.0,84.0,0.0,0.0,17.9,6.3,96,9.0,0.0,1.94,0.282,90.0,200.84,0,0
Nepal_Terai_Flat,2023-01-18,27.0,84.0,0.0,0.0,18.2,6.1,98,9.9,0.0,2.03,0.27,90.0,197.15,0,0
Nepal_Terai_Flat,2023-01-19,27.0,84.0,0.0,0.0,18.5,6.3,100,9.8,0.0,1.93,0.255,90.0,194.43,0,0
Pakistan_Punjab_Flat,2023-02-01,31.55,74.34,0.0,9.2,20.4,6.3,90,12.3,0.0,2.52,0.231,219.0,0.58,0,0
Pakistan_Punjab_Flat,2023-02-02,31.55,74.34,0.0,9.2,21.9,6.8,89,12.9,0.0,2.56,0.212,219.0,0.52,0,0
Pakistan_Punjab_Flat,2023-02-03,31.55,74.34,0.0,9.2,22.6,7.0,91,10.0,0.0,2.37,0.189,219.0,0.47,0,0
Pakistan_Punjab_Flat,2023-02-04,31.55,74.34,0.0,9.2,23.5,8.6,98,11.6,0.0,2.93,0.172,219.0,0.44,0,0
Pakistan_Punjab_Flat,2023-02-05,31.55,74.34,0.0,9.2,23.1,8.4,89,10.1,0.0,2.73,0.157,219.0,0.42,0,0
Japan_Tokyo_Flat,2023-01-01,35.69,139.69,0.0,0.3,10.8,-2.2,91,19.1,0.0,1.4,0.277,43.0,0.24,0,0
Japan_Tokyo_Flat,2023-01-02,35.69,139.69,0.0,0.3,8.9,1.1,74,24.5,0.0,1.76,0.278,43.0,0.24,0,0
Japan_Tokyo_Flat,2023-01-03,35.69,139.69,0.0,0.3,8.9,-1.1,70,22.7,0.0,1.83,0.269,43.0,0.23,0,0
Japan_Tokyo_Flat,2023-01-04,35.69,139.69,0.0,0.3,8.6,0.3,70,23.4,0.0,1.75,0.256,43.0,0.23,0,0
Japan_Tokyo_Flat,2023-01-05,35.69,139.69,0.0,0.3,9.3,0.2,67,26.0,0.0,2.16,0.246,43.0,0.23,0,0
China_Beijing_Flat,2023-01-01,39.91,116.4,0.0,0.0,3.3,-5.8,44,14.1,0.0,1.38,0.248,47.0,4.78,0,0
China_Beijing_Flat,2023-01-02,39.91,116.4,0.0,0.0,2.6,-6.0,55,17.3,0.0,1.38,0.248,47.0,4.78,0,0
China_Beijing_Flat,2023-01-03,39.91,116.4,0.0,0.0,1.2,-8.4,44,11.2,0.0,1.1,0.248,47.0,4.78,0,0
China_Beijing_Flat,2023-01-04,39.91,116.4,0.0,0.0,3.3,-8.0,53,10.8,0.0,1.11,0.248,47.0,4.78,0,0
China_Beijing_Flat,2023-01-05,39.91,116.4,0.0,0.0,3.4,-7.8,70,10.4,0.0,0.95,0.249,47.0,4.78,0,0
Australia_Outback_Flat,2023-07-01,-25.0,134.0,1.2,35.4,11.2,6.8,87,19.5,4.0,1.41,0.188,399.0,0.0,0,0
Australia_Outback_Flat,2023-07-02,-25.0,134.0,0.1,35.4,12.1,7.2,92,19.0,1.0,1.23,0.196,399.0,0.0,0,0
Australia_Outback_Flat,2023-07-03,-25.0,134.0,0.4,35.4,12.8,8.0,97,13.8,4.0,1.32,0.198,399.0,0.0,0,0
Australia_Outback_Flat,2023-07-04,-25.0,134.0,0.0,35.4,17.0,5.1,93,16.6,0.0,2.33,0.183,399.0,0.0,0,0
Australia_Outback_Flat,2023-07-05,-25.0,134.0,0.0,35.4,17.9,5.6,95,21.8,0.0,2.59,0.166,399.0,0.0,0,0
